Application,Time,Throughput
3,9965,0.000000
0,9970,0.000000
1,9970,0.000000
2,9970,0.000000
3,9970,0.000000
0,9975,0.000000
1,9975,0.000000
2,9975,0.000000
3,9975,0.000000
0,9980,0.000000
1,9980,0.000000
2,9980,0.000000
3,9980,0.000000
0,9985,0.000000
1,9985,0.000000
2,9985,0.000000
3,9985,0.000000
0,9990,0.000000
1,9990,0.000000
2,9990,0.000000
3,9990,0.000000
0,9995,0.000000
1,9995,0.000000
2,9995,0.000000
3,9995,0.000000
0,10000,0.000000
1,10000,0.000000
2,10000,0.000000
3,10000,0.000000
0,10005,0.000000
1,10005,0.000000
2,10005,0.000000
3,10005,0.000000
0,10010,0.000000
1,10010,0.000000
2,10010,0.000000
3,10010,0.000000
0,10015,0.000000
1,10015,0.000000
2,10015,0.000000
3,10015,0.000000
0,10020,0.000000
1,10020,0.000000
2,10020,0.000000
3,10020,0.000000
0,10025,0.000000
1,10025,0.000000
2,10025,0.000000
3,10025,0.000000
0,10030,0.000000
1,10030,0.000000
2,10030,0.000000
3,10030,0.000000
0,10035,0.000000
1,10035,0.000000
2,10035,0.000000
3,10035,0.000000
0,10040,0.000000
1,10040,0.000000
2,10040,0.000000
3,10040,0.000000
0,10045,0.000000
1,10045,0.000000
2,10045,0.000000
3,10045,0.000000
0,10050,0.000000
1,10050,0.000000
2,10050,0.000000
3,10050,0.000000
0,10055,0.000000
1,10055,0.000000
2,10055,0.000000
3,10055,0.000000
0,10060,0.000000
1,10060,0.000000
2,10060,0.000000
3,10060,0.000000
0,10065,0.000000
1,10065,0.000000
2,10065,0.000000
3,10065,0.000000
0,10070,0.000000
1,10070,0.000000
2,10070,0.000000
3,10070,0.000000
0,10075,0.000000
1,10075,0.000000
2,10075,0.000000
3,10075,0.000000
0,10080,0.000000
1,10080,0.000000
2,10080,0.000000
3,10080,0.000000
0,10085,0.000000
1,10085,0.000000
2,10085,0.000000
3,10085,0.000000
0,10090,0.000000
1,10090,0.000000
2,10090,0.000000
3,10090,0.000000
0,10095,0.000000
1,10095,0.000000
2,10095,0.000000
3,10095,0.000000
0,10100,0.000000
1,10100,0.000000
2,10100,0.000000
3,10100,0.000000
0,10105,0.000000
1,10105,0.000000
2,10105,0.000000
3,10105,0.000000
0,10110,0.000000
1,10110,0.000000
2,10110,0.000000
3,10110,0.000000
0,10115,0.000000
1,10115,0.000000
2,10115,0.000000
3,10115,0.000000
0,10120,0.000000
1,10120,0.000000
2,10120,0.000000
3,10120,0.000000
0,10125,0.000000
1,10125,0.000000
2,10125,0.000000
3,10125,0.000000
0,10130,0.000000
1,10130,0.000000
2,10130,0.000000
3,10130,0.000000
0,10135,0.000000
1,10135,0.000000
2,10135,0.000000
3,10135,0.000000
0,10140,0.000000
1,10140,0.000000
2,10140,0.000000
3,10140,0.000000
0,10145,0.000000
1,10145,0.000000
2,10145,0.000000
3,10145,0.000000
0,10150,0.000000
1,10150,0.000000
2,10150,0.000000
3,10150,0.000000
0,10155,0.000000
1,10155,0.000000
2,10155,0.000000
3,10155,0.000000
0,10160,0.000000
1,10160,0.000000
2,10160,0.000000
3,10160,0.000000
0,10165,0.000000
1,10165,0.000000
2,10165,0.000000
3,10165,0.000000
0,10170,0.000000
1,10170,0.000000
2,10170,0.000000
3,10170,0.000000
0,10175,0.000000
1,10175,0.000000
2,10175,0.000000
3,10175,0.000000
0,10180,0.000000
1,10180,0.000000
2,10180,0.000000
3,10180,0.000000
0,10185,0.000000
1,10185,0.000000
2,10185,0.000000
3,10185,0.000000
0,10190,0.000000
1,10190,0.000000
2,10190,0.000000
3,10190,0.000000
0,10195,0.000000
1,10195,0.000000
2,10195,0.000000
3,10195,0.000000
0,10200,0.000000
1,10200,0.000000
2,10200,0.000000
3,10200,0.000000
0,10205,0.000000
1,10205,0.000000
2,10205,0.000000
3,10205,0.000000
0,10210,0.000000
1,10210,0.000000
2,10210,0.000000
3,10210,0.000000
0,10215,0.000000
1,10215,0.000000
2,10215,0.000000
3,10215,0.000000
0,10220,0.000000
1,10220,0.000000
2,10220,0.000000
3,10220,0.000000
0,10225,0.000000
1,10225,0.000000
2,10225,0.000000
3,10225,0.000000
0,10230,0.000000
1,10230,0.000000
2,10230,0.000000
3,10230,0.000000
0,10235,0.000000
1,10235,0.000000
2,10235,0.000000
3,10235,0.000000
0,10240,0.000000
1,10240,0.000000
2,10240,0.000000
3,10240,0.000000
0,10245,0.000000
1,10245,0.000000
2,10245,0.000000
3,10245,0.000000
0,10250,0.000000
1,10250,0.000000
2,10250,0.000000
3,10250,0.000000
0,10255,0.000000
1,10255,0.000000
2,10255,0.000000
3,10255,0.000000
0,10260,0.000000
1,10260,0.000000
2,10260,0.000000
3,10260,0.000000
0,10265,0.000000
1,10265,0.000000
2,10265,0.000000
3,10265,0.000000
0,10270,0.000000
1,10270,0.000000
2,10270,0.000000
3,10270,0.000000
0,10275,0.000000
1,10275,0.000000
2,10275,0.000000
3,10275,0.000000
0,10280,0.000000
1,10280,0.000000
2,10280,0.000000
3,10280,0.000000
0,10285,0.000000
1,10285,0.000000
2,10285,0.000000
3,10285,0.000000
0,10290,0.000000
1,10290,0.000000
2,10290,0.000000
3,10290,0.000000
0,10295,0.000000
1,10295,0.000000
2,10295,0.000000
3,10295,0.000000
0,10300,0.000000
1,10300,0.000000
2,10300,0.000000
3,10300,0.000000
0,10305,0.000000
1,10305,0.000000
2,10305,0.000000
3,10305,0.000000
0,10310,0.000000
1,10310,0.000000
2,10310,0.000000
3,10310,0.000000
0,10315,0.000000
1,10315,0.000000
2,10315,0.000000
3,10315,0.000000
0,10320,0.000000
1,10320,0.000000
2,10320,0.000000
3,10320,0.000000
0,10325,0.000000
1,10325,0.000000
2,10325,0.000000
3,10325,0.000000
0,10330,0.000000
1,10330,0.000000
2,10330,0.000000
3,10330,0.000000
0,10335,0.000000
1,10335,0.000000
2,10335,0.000000
3,10335,0.000000
0,10340,0.000000
1,10340,0.000000
2,10340,0.000000
3,10340,0.000000
0,10345,0.000000
1,10345,0.000000
2,10345,0.000000
3,10345,0.000000
0,10350,0.000000
1,10350,0.000000
2,10350,0.000000
3,10350,0.000000
0,10355,0.000000
1,10355,0.000000
2,10355,0.000000
3,10355,0.000000
0,10360,0.000000
1,10360,0.000000
2,10360,0.000000
3,10360,0.000000
0,10365,0.000000
1,10365,0.000000
2,10365,0.000000
3,10365,0.000000
0,10370,0.000000
1,10370,0.000000
2,10370,0.000000
3,10370,0.000000
0,10375,0.000000
1,10375,0.000000
2,10375,0.000000
3,10375,0.000000
0,10380,0.000000
1,10380,0.000000
2,10380,0.000000
3,10380,0.000000
0,10385,0.000000
1,10385,0.000000
2,10385,0.000000
3,10385,0.000000
0,10390,0.000000
1,10390,0.000000
2,10390,0.000000
3,10390,0.000000
0,10395,0.000000
1,10395,0.000000
2,10395,0.000000
3,10395,0.000000
0,10400,0.000000
1,10400,0.000000
2,10400,0.000000
3,10400,0.000000
0,10405,0.000000
1,10405,0.000000
2,10405,0.000000
3,10405,0.000000
0,10410,0.000000
1,10410,0.000000
2,10410,0.000000
3,10410,0.000000
0,10415,0.000000
1,10415,0.000000
2,10415,0.000000
3,10415,0.000000
0,10420,0.000000
1,10420,0.000000
2,10420,0.000000
3,10420,0.000000
0,10425,0.000000
1,10425,0.000000
2,10425,0.000000
3,10425,0.000000
0,10430,0.000000
1,10430,0.000000
2,10430,0.000000
3,10430,0.000000
0,10435,0.000000
1,10435,0.000000
2,10435,0.000000
3,10435,0.000000
0,10440,0.000000
1,10440,0.000000
2,10440,0.000000
3,10440,0.000000
0,10445,0.000000
1,10445,0.000000
2,10445,0.000000
3,10445,0.000000
0,10450,0.000000
1,10450,0.000000
2,10450,0.000000
3,10450,0.000000
0,10455,0.000000
1,10455,0.000000
2,10455,0.000000
3,10455,0.000000
0,10460,0.000000
1,10460,0.000000
2,10460,0.000000
3,10460,0.000000
0,10465,0.000000
1,10465,0.000000
2,10465,0.000000
3,10465,0.000000
0,10470,0.000000
1,10470,0.000000
2,10470,0.000000
3,10470,0.000000
0,10475,0.000000
1,10475,0.000000
2,10475,0.000000
3,10475,0.000000
0,10480,0.000000
1,10480,0.000000
2,10480,0.000000
3,10480,0.000000
0,10485,0.000000
1,10485,0.000000
2,10485,0.000000
3,10485,0.000000
0,10490,0.000000
1,10490,0.000000
2,10490,0.000000
3,10490,0.000000
0,10495,0.000000
1,10495,0.000000
2,10495,0.000000
3,10495,0.000000
0,10500,0.000000
1,10500,0.000000
2,10500,0.000000
3,10500,0.000000
0,10505,0.000000
1,10505,0.000000
2,10505,0.000000
3,10505,0.000000
0,10510,0.000000
1,10510,0.000000
2,10510,0.000000
3,10510,0.000000
0,10515,0.000000
1,10515,0.000000
2,10515,0.000000
3,10515,0.000000
0,10520,0.000000
1,10520,0.000000
2,10520,0.000000
3,10520,0.000000
0,10525,0.000000
1,10525,0.000000
2,10525,0.000000
3,10525,0.000000
0,10530,0.000000
1,10530,0.000000
2,10530,0.000000
3,10530,0.000000
0,10535,0.000000
1,10535,0.000000
2,10535,0.000000
3,10535,0.000000
0,10540,0.000000
1,10540,0.000000
2,10540,0.000000
3,10540,0.000000
0,10545,0.000000
1,10545,0.000000
2,10545,0.000000
3,10545,0.000000
0,10550,0.000000
1,10550,0.000000
2,10550,0.000000
3,10550,0.000000
0,10555,0.000000
1,10555,0.000000
2,10555,0.000000
3,10555,0.000000
0,10560,0.000000
1,10560,0.000000
2,10560,0.000000
3,10560,0.000000
0,10565,0.000000
1,10565,0.000000
2,10565,0.000000
3,10565,0.000000
0,10570,0.000000
1,10570,0.000000
2,10570,0.000000
3,10570,0.000000
0,10575,0.000000
1,10575,0.000000
2,10575,0.000000
3,10575,0.000000
0,10580,0.000000
1,10580,0.000000
2,10580,0.000000
3,10580,0.000000
0,10585,0.000000
1,10585,0.000000
2,10585,0.000000
3,10585,0.000000
0,10590,0.000000
1,10590,0.000000
2,10590,0.000000
3,10590,0.000000
0,10595,0.000000
1,10595,0.000000
2,10595,0.000000
3,10595,0.000000
0,10600,0.000000
1,10600,0.000000
2,10600,0.000000
3,10600,0.000000
0,10605,0.000000
1,10605,0.000000
2,10605,0.000000
3,10605,0.000000
0,10610,0.000000
1,10610,0.000000
2,10610,0.000000
3,10610,0.000000
0,10615,0.000000
1,10615,0.000000
2,10615,0.000000
3,10615,0.000000
0,10620,0.000000
1,10620,0.000000
2,10620,0.000000
3,10620,0.000000
0,10625,0.000000
1,10625,0.000000
2,10625,0.000000
3,10625,0.000000
0,10630,0.000000
1,10630,0.000000
2,10630,0.000000
3,10630,0.000000
0,10635,0.000000
1,10635,0.000000
2,10635,0.000000
3,10635,0.000000
0,10640,0.000000
1,10640,0.000000
2,10640,0.000000
3,10640,0.000000
0,10645,0.000000
1,10645,0.000000
2,10645,0.000000
3,10645,0.000000
0,10650,0.000000
1,10650,0.000000
2,10650,0.000000
3,10650,0.000000
0,10655,0.000000
1,10655,0.000000
2,10655,0.000000
3,10655,0.000000
0,10660,0.000000
1,10660,0.000000
2,10660,0.000000
3,10660,0.000000
0,10665,0.000000
1,10665,0.000000
2,10665,0.000000
3,10665,0.000000
0,10670,0.000000
1,10670,0.000000
2,10670,0.000000
3,10670,0.000000
0,10675,0.000000
1,10675,0.000000
2,10675,0.000000
3,10675,0.000000
0,10680,0.000000
1,10680,0.000000
2,10680,0.000000
3,10680,0.000000
0,10685,0.000000
1,10685,0.000000
2,10685,0.000000
3,10685,0.000000
0,10690,0.000000
1,10690,0.000000
2,10690,0.000000
3,10690,0.000000
0,10695,0.000000
1,10695,0.000000
2,10695,0.000000
3,10695,0.000000
0,10700,0.000000
1,10700,0.000000
2,10700,0.000000
3,10700,0.000000
0,10705,0.000000
1,10705,0.000000
2,10705,0.000000
3,10705,0.000000
0,10710,0.000000
1,10710,0.000000
2,10710,0.000000
3,10710,0.000000
0,10715,0.000000
1,10715,0.000000
2,10715,0.000000
3,10715,0.000000
0,10720,0.000000
1,10720,0.000000
2,10720,0.000000
3,10720,0.000000
0,10725,0.000000
1,10725,0.000000
2,10725,0.000000
3,10725,0.000000
0,10730,0.000000
1,10730,0.000000
2,10730,0.000000
3,10730,0.000000
0,10735,0.000000
1,10735,0.000000
2,10735,0.000000
3,10735,0.000000
0,10740,0.000000
1,10740,0.000000
2,10740,0.000000
3,10740,0.000000
0,10745,0.000000
1,10745,0.000000
2,10745,0.000000
3,10745,0.000000
0,10750,0.000000
1,10750,0.000000
2,10750,0.000000
3,10750,0.000000
0,10755,0.000000
1,10755,0.000000
2,10755,0.000000
3,10755,0.000000
0,10760,0.000000
1,10760,0.000000
2,10760,0.000000
3,10760,0.000000
0,10765,0.000000
1,10765,0.000000
2,10765,0.000000
3,10765,0.000000
0,10770,0.000000
1,10770,0.000000
2,10770,0.000000
3,10770,0.000000
0,10775,0.000000
1,10775,0.000000
2,10775,0.000000
3,10775,0.000000
0,10780,0.000000
1,10780,0.000000
2,10780,0.000000
3,10780,0.000000
0,10785,0.000000
1,10785,0.000000
2,10785,0.000000
3,10785,0.000000
0,10790,0.000000
1,10790,0.000000
2,10790,0.000000
3,10790,0.000000
0,10795,0.000000
1,10795,0.000000
2,10795,0.000000
3,10795,0.000000
0,10800,0.000000
1,10800,0.000000
2,10800,0.000000
3,10800,0.000000
0,10805,0.000000
1,10805,0.000000
2,10805,0.000000
3,10805,0.000000
0,10810,0.000000
1,10810,0.000000
2,10810,0.000000
3,10810,0.000000
0,10815,0.000000
1,10815,0.000000
2,10815,0.000000
3,10815,0.000000
0,10820,0.000000
1,10820,0.000000
2,10820,0.000000
3,10820,0.000000
0,10825,0.000000
1,10825,0.000000
2,10825,0.000000
3,10825,0.000000
0,10830,0.000000
1,10830,0.000000
2,10830,0.000000
3,10830,0.000000
0,10835,0.000000
1,10835,0.000000
2,10835,0.000000
3,10835,0.000000
0,10840,0.000000
1,10840,0.000000
2,10840,0.000000
3,10840,0.000000
0,10845,0.000000
1,10845,0.000000
2,10845,0.000000
3,10845,0.000000
0,10850,0.000000
1,10850,0.000000
2,10850,0.000000
3,10850,0.000000
0,10855,0.000000
1,10855,0.000000
2,10855,0.000000
3,10855,0.000000
0,10860,0.000000
1,10860,0.000000
2,10860,0.000000
3,10860,0.000000
0,10865,0.000000
1,10865,0.000000
2,10865,0.000000
3,10865,0.000000
0,10870,0.000000
1,10870,0.000000
2,10870,0.000000
3,10870,0.000000
0,10875,0.000000
1,10875,0.000000
2,10875,0.000000
3,10875,0.000000
0,10880,0.000000
1,10880,0.000000
2,10880,0.000000
3,10880,0.000000
0,10885,0.000000
1,10885,0.000000
2,10885,0.000000
3,10885,0.000000
0,10890,0.000000
1,10890,0.000000
2,10890,0.000000
3,10890,0.000000
0,10895,0.000000
1,10895,0.000000
2,10895,0.000000
3,10895,0.000000
0,10900,0.000000
1,10900,0.000000
2,10900,0.000000
3,10900,0.000000
0,10905,0.000000
1,10905,0.000000
2,10905,0.000000
3,10905,0.000000
0,10910,0.000000
1,10910,0.000000
2,10910,0.000000
3,10910,0.000000
0,10915,0.000000
1,10915,0.000000
2,10915,0.000000
3,10915,0.000000
0,10920,0.000000
1,10920,0.000000
2,10920,0.000000
3,10920,0.000000
0,10925,0.000000
1,10925,0.000000
2,10925,0.000000
3,10925,0.000000
0,10930,0.000000
1,10930,0.000000
2,10930,0.000000
3,10930,0.000000
0,10935,0.000000
1,10935,0.000000
2,10935,0.000000
3,10935,0.000000
0,10940,0.000000
1,10940,0.000000
2,10940,0.000000
3,10940,0.000000
0,10945,0.000000
1,10945,0.000000
2,10945,0.000000
3,10945,0.000000
0,10950,0.000000
1,10950,0.000000
2,10950,0.000000
3,10950,0.000000
0,10955,0.000000
1,10955,0.000000
2,10955,0.000000
3,10955,0.000000
0,10960,0.000000
1,10960,0.000000
2,10960,0.000000
3,10960,0.000000
0,10965,0.000000
1,10965,0.000000
2,10965,0.000000
3,10965,0.000000
0,10970,0.000000
1,10970,0.000000
2,10970,0.000000
3,10970,0.000000
0,10975,0.000000
1,10975,0.000000
2,10975,0.000000
3,10975,0.000000
0,10980,0.000000
1,10980,0.000000
2,10980,0.000000
3,10980,0.000000
0,10985,0.000000
1,10985,0.000000
2,10985,0.000000
3,10985,0.000000
0,10990,0.000000
1,10990,0.000000
2,10990,0.000000
3,10990,0.000000
0,10995,0.000000
1,10995,0.000000
2,10995,0.000000
3,10995,0.000000
0,11000,0.000000
1,11000,0.000000
2,11000,0.000000
3,11000,0.000000
0,11005,0.000000
1,11005,0.000000
2,11005,0.000000
3,11005,0.000000
0,11010,0.000000
1,11010,0.000000
2,11010,0.000000
3,11010,0.000000
0,11015,0.000000
1,11015,0.000000
2,11015,0.000000
3,11015,0.000000
0,11020,0.000000
1,11020,0.000000
2,11020,0.000000
3,11020,0.000000
0,11025,0.000000
1,11025,0.000000
2,11025,0.000000
3,11025,0.000000
0,11030,0.000000
1,11030,0.000000
2,11030,0.000000
3,11030,0.000000
0,11035,0.000000
1,11035,0.000000
2,11035,0.000000
3,11035,0.000000
0,11040,0.000000
1,11040,0.000000
2,11040,0.000000
3,11040,0.000000
0,11045,0.000000
1,11045,0.000000
2,11045,0.000000
3,11045,0.000000
0,11050,0.000000
1,11050,0.000000
2,11050,0.000000
3,11050,0.000000
0,11055,0.000000
1,11055,0.000000
2,11055,0.000000
3,11055,0.000000
0,11060,0.000000
1,11060,0.000000
2,11060,0.000000
3,11060,0.000000
0,11065,0.000000
1,11065,0.000000
2,11065,0.000000
3,11065,0.000000
0,11070,0.000000
1,11070,0.000000
2,11070,0.000000
3,11070,0.000000
0,11075,0.000000
1,11075,0.000000
2,11075,0.000000
3,11075,0.000000
0,11080,0.000000
1,11080,0.000000
2,11080,0.000000
3,11080,0.000000
0,11085,0.000000
1,11085,0.000000
2,11085,0.000000
3,11085,0.000000
0,11090,0.000000
1,11090,0.000000
2,11090,0.000000
3,11090,0.000000
0,11095,0.000000
1,11095,0.000000
2,11095,0.000000
3,11095,0.000000
0,11100,0.000000
1,11100,0.000000
2,11100,0.000000
3,11100,0.000000
0,11105,0.000000
1,11105,0.000000
2,11105,0.000000
3,11105,0.000000
0,11110,0.000000
1,11110,0.000000
2,11110,0.000000
3,11110,0.000000
0,11115,0.000000
1,11115,0.000000
2,11115,0.000000
3,11115,0.000000
0,11120,0.000000
1,11120,0.000000
2,11120,0.000000
3,11120,0.000000
0,11125,0.000000
1,11125,0.000000
2,11125,0.000000
3,11125,0.000000
0,11130,0.000000
1,11130,0.000000
2,11130,0.000000
3,11130,0.000000
0,11135,0.000000
1,11135,0.000000
2,11135,0.000000
3,11135,0.000000
0,11140,0.000000
1,11140,0.000000
2,11140,0.000000
3,11140,0.000000
0,11145,0.000000
1,11145,0.000000
2,11145,0.000000
3,11145,0.000000
0,11150,0.000000
1,11150,0.000000
2,11150,0.000000
3,11150,0.000000
0,11155,0.000000
1,11155,0.000000
2,11155,0.000000
3,11155,0.000000
0,11160,0.000000
1,11160,0.000000
2,11160,0.000000
3,11160,0.000000
0,11165,0.000000
1,11165,0.000000
2,11165,0.000000
3,11165,0.000000
0,11170,0.000000
1,11170,0.000000
2,11170,0.000000
3,11170,0.000000
0,11175,0.000000
1,11175,0.000000
2,11175,0.000000
3,11175,0.000000
0,11180,0.000000
1,11180,0.000000
2,11180,0.000000
3,11180,0.000000
0,11185,0.000000
1,11185,0.000000
2,11185,0.000000
3,11185,0.000000
0,11190,0.000000
1,11190,0.000000
2,11190,0.000000
3,11190,0.000000
0,11195,0.000000
1,11195,0.000000
2,11195,0.000000
3,11195,0.000000
0,11200,0.000000
1,11200,0.000000
2,11200,0.000000
3,11200,0.000000
0,11205,0.000000
1,11205,0.000000
2,11205,0.000000
3,11205,0.000000
0,11210,0.000000
1,11210,0.000000
2,11210,0.000000
3,11210,0.000000
0,11215,0.000000
1,11215,0.000000
2,11215,0.000000
3,11215,0.000000
0,11220,0.000000
1,11220,0.000000
2,11220,0.000000
3,11220,0.000000
0,11225,0.000000
1,11225,0.000000
2,11225,0.000000
3,11225,0.000000
0,11230,0.000000
1,11230,0.000000
2,11230,0.000000
3,11230,0.000000
0,11235,0.000000
1,11235,0.000000
2,11235,0.000000
3,11235,0.000000
0,11240,0.000000
1,11240,0.000000
2,11240,0.000000
3,11240,0.000000
0,11245,0.000000
1,11245,0.000000
2,11245,0.000000
3,11245,0.000000
0,11250,0.000000
1,11250,0.000000
2,11250,0.000000
3,11250,0.000000
0,11255,0.000000
1,11255,0.000000
2,11255,0.000000
3,11255,0.000000
0,11260,0.000000
1,11260,0.000000
2,11260,0.000000
3,11260,0.000000
0,11265,0.000000
1,11265,0.000000
2,11265,0.000000
3,11265,0.000000
0,11270,0.000000
1,11270,0.000000
2,11270,0.000000
3,11270,0.000000
0,11275,0.000000
1,11275,0.000000
2,11275,0.000000
3,11275,0.000000
0,11280,0.000000
1,11280,0.000000
2,11280,0.000000
3,11280,0.000000
0,11285,0.000000
1,11285,0.000000
2,11285,0.000000
3,11285,0.000000
0,11290,0.000000
1,11290,0.000000
2,11290,0.000000
3,11290,0.000000
0,11295,0.000000
1,11295,0.000000
2,11295,0.000000
3,11295,0.000000
0,11300,0.000000
1,11300,0.000000
2,11300,0.000000
3,11300,0.000000
0,11305,0.000000
1,11305,0.000000
2,11305,0.000000
3,11305,0.000000
0,11310,0.000000
1,11310,0.000000
2,11310,0.000000
3,11310,0.000000
0,11315,0.000000
1,11315,0.000000
2,11315,0.000000
3,11315,0.000000
0,11320,0.000000
1,11320,0.000000
2,11320,0.000000
3,11320,0.000000
0,11325,0.000000
1,11325,0.000000
2,11325,0.000000
3,11325,0.000000
0,11330,0.000000
1,11330,0.000000
2,11330,0.000000
3,11330,0.000000
0,11335,0.000000
1,11335,0.000000
2,11335,0.000000
3,11335,0.000000
0,11340,0.000000
1,11340,0.000000
2,11340,0.000000
3,11340,0.000000
0,11345,0.000000
1,11345,0.000000
2,11345,0.000000
3,11345,0.000000
0,11350,0.000000
1,11350,0.000000
2,11350,0.000000
3,11350,0.000000
0,11355,0.000000
1,11355,0.000000
2,11355,0.000000
3,11355,0.000000
0,11360,0.000000
1,11360,0.000000
2,11360,0.000000
3,11360,0.000000
0,11365,0.000000
1,11365,0.000000
2,11365,0.000000
3,11365,0.000000
0,11370,0.000000
1,11370,0.000000
2,11370,0.000000
3,11370,0.000000
0,11375,0.000000
1,11375,0.000000
2,11375,0.000000
3,11375,0.000000
0,11380,0.000000
1,11380,0.000000
2,11380,0.000000
3,11380,0.000000
0,11385,0.000000
1,11385,0.000000
2,11385,0.000000
3,11385,0.000000
0,11390,0.000000
1,11390,0.000000
2,11390,0.000000
3,11390,0.000000
0,11395,0.000000
1,11395,0.000000
2,11395,0.000000
3,11395,0.000000
0,11400,0.000000
1,11400,0.000000
2,11400,0.000000
3,11400,0.000000
0,11405,0.000000
1,11405,0.000000
2,11405,0.000000
3,11405,0.000000
0,11410,0.000000
1,11410,0.000000
2,11410,0.000000
3,11410,0.000000
0,11415,0.000000
1,11415,0.000000
2,11415,0.000000
3,11415,0.000000
0,11420,0.000000
1,11420,0.000000
2,11420,0.000000
3,11420,0.000000
0,11425,0.000000
1,11425,0.000000
2,11425,0.000000
3,11425,0.000000
0,11430,0.000000
1,11430,0.000000
2,11430,0.000000
3,11430,0.000000
0,11435,0.000000
1,11435,0.000000
2,11435,0.000000
3,11435,0.000000
0,11440,0.000000
1,11440,0.000000
2,11440,0.000000
3,11440,0.000000
0,11445,0.000000
1,11445,0.000000
2,11445,0.000000
3,11445,0.000000
0,11450,0.000000
1,11450,0.000000
2,11450,0.000000
3,11450,0.000000
0,11455,0.000000
1,11455,0.000000
2,11455,0.000000
3,11455,0.000000
0,11460,0.000000
1,11460,0.000000
2,11460,0.000000
3,11460,0.000000
0,11465,0.000000
1,11465,0.000000
2,11465,0.000000
3,11465,0.000000
0,11470,0.000000
1,11470,0.000000
2,11470,0.000000
3,11470,0.000000
0,11475,0.000000
1,11475,0.000000
2,11475,0.000000
3,11475,0.000000
0,11480,0.000000
1,11480,0.000000
2,11480,0.000000
3,11480,0.000000
0,11485,0.000000
1,11485,0.000000
2,11485,0.000000
3,11485,0.000000
0,11490,0.000000
1,11490,0.000000
2,11490,0.000000
3,11490,0.000000
0,11495,0.000000
1,11495,0.000000
2,11495,0.000000
3,11495,0.000000
0,11500,0.000000
1,11500,0.000000
2,11500,0.000000
3,11500,0.000000
0,11505,0.000000
1,11505,0.000000
2,11505,0.000000
3,11505,0.000000
0,11510,0.000000
1,11510,0.000000
2,11510,0.000000
3,11510,0.000000
0,11515,0.000000
1,11515,0.000000
2,11515,0.000000
3,11515,0.000000
0,11520,0.000000
1,11520,0.000000
2,11520,0.000000
3,11520,0.000000
0,11525,0.000000
1,11525,0.000000
2,11525,0.000000
3,11525,0.000000
0,11530,0.000000
1,11530,0.000000
2,11530,0.000000
3,11530,0.000000
0,11535,0.000000
1,11535,0.000000
2,11535,0.000000
3,11535,0.000000
0,11540,0.000000
1,11540,0.000000
2,11540,0.000000
3,11540,0.000000
0,11545,0.000000
1,11545,0.000000
2,11545,0.000000
3,11545,0.000000
0,11550,0.000000
1,11550,0.000000
2,11550,0.000000
3,11550,0.000000
0,11555,0.000000
1,11555,0.000000
2,11555,0.000000
3,11555,0.000000
0,11560,0.000000
1,11560,0.000000
2,11560,0.000000
3,11560,0.000000
0,11565,0.000000
1,11565,0.000000
2,11565,0.000000
3,11565,0.000000
0,11570,0.000000
1,11570,0.000000
2,11570,0.000000
3,11570,0.000000
0,11575,0.000000
1,11575,0.000000
2,11575,0.000000
3,11575,0.000000
0,11580,0.000000
1,11580,0.000000
2,11580,0.000000
3,11580,0.000000
0,11585,0.000000
1,11585,0.000000
2,11585,0.000000
3,11585,0.000000
0,11590,0.000000
1,11590,0.000000
2,11590,0.000000
3,11590,0.000000
0,11595,0.000000
1,11595,0.000000
2,11595,0.000000
3,11595,0.000000
0,11600,0.000000
1,11600,0.000000
2,11600,0.000000
3,11600,0.000000
0,11605,0.000000
1,11605,0.000000
2,11605,0.000000
3,11605,0.000000
0,11610,0.000000
1,11610,0.000000
2,11610,0.000000
3,11610,0.000000
0,11615,0.000000
1,11615,0.000000
2,11615,0.000000
3,11615,0.000000
0,11620,0.000000
1,11620,0.000000
2,11620,0.000000
3,11620,0.000000
0,11625,0.000000
1,11625,0.000000
2,11625,0.000000
3,11625,0.000000
0,11630,0.000000
1,11630,0.000000
2,11630,0.000000
3,11630,0.000000
0,11635,0.000000
1,11635,0.000000
2,11635,0.000000
3,11635,0.000000
0,11640,0.000000
1,11640,0.000000
2,11640,0.000000
3,11640,0.000000
0,11645,0.000000
1,11645,0.000000
2,11645,0.000000
3,11645,0.000000
0,11650,0.000000
1,11650,0.000000
2,11650,0.000000
3,11650,0.000000
0,11655,0.000000
1,11655,0.000000
2,11655,0.000000
3,11655,0.000000
0,11660,0.000000
1,11660,0.000000
2,11660,0.000000
3,11660,0.000000
0,11665,0.000000
1,11665,0.000000
2,11665,0.000000
3,11665,0.000000
0,11670,0.000000
1,11670,0.000000
2,11670,0.000000
3,11670,0.000000
0,11675,0.000000
1,11675,0.000000
2,11675,0.000000
3,11675,0.000000
0,11680,0.000000
1,11680,0.000000
2,11680,0.000000
3,11680,0.000000
0,11685,0.000000
1,11685,0.000000
2,11685,0.000000
3,11685,0.000000
0,11690,0.000000
1,11690,0.000000
2,11690,0.000000
3,11690,0.000000
0,11695,0.000000
1,11695,0.000000
2,11695,0.000000
3,11695,0.000000
0,11700,0.000000
1,11700,0.000000
2,11700,0.000000
3,11700,0.000000
0,11705,0.000000
1,11705,0.000000
2,11705,0.000000
3,11705,0.000000
0,11710,0.000000
1,11710,0.000000
2,11710,0.000000
3,11710,0.000000
0,11715,0.000000
